,names,gender
7492,rahul nath joshi,male
4821,vikas gupta,male
2696,vivek shokeen,male
7445,sankar lal,male
6053,mohd shan,male
9958,imrana,female
2823,madan lal shrama,male
14636,jitendra kumar,female
13130,anjli `,female
12034,ritu shree vastav,female
14811,aafrin ,female
4032,salauddin,male
10466,jaismeen,female
7433,ramu,male
11699,hasina momin,female
8762,smt neetu,female
9093,megha,female
1755,laxmi kant,male
6094,dharmendra ram,male
13987,dila,female
9526,devendri kumari,female
15270,gulab bano,female
14794,kajal sharma,female
8061,pushpendra,male
3764,allaraji,male
3706,shoab jamal,male
2698,alijan mansuri,male
7344,gaurav sharam,male
14285,shalu sharma,female
11608,nupur somi,female
5858,sakhichander,male
11194,lalita meena,female
5825,jagdiesh arora ,male
2222,pappu,male
15083,salama khatun,female
1334,ganpat,male
9528,uma,female
3469,kamal,male
8443,md aalam,male
11797,smt gori barman,female
7319,ghanshyam balmiki,male
8039,birender sharma,male
2013,shripal,male
10805,jyoti sharma,female
8394,lalital mohan,male
569,sidharth,male
1359,neeraj yadav,male
11578,amisha bharti ,female
1386,md. hasrat khan,male
7604,manish taygi,male
4290,shanker,male
10135,akhatari begam,female
4530,dilvar,male
14405,sana,female
12676,ritu kumari,female
5399,sakir ali,male
10366,santro devi,female
6634,bir singh,male
1673,momin kureshi,male
7217,gursimaran singh,male
11508,rahul gupta,female
11464,smt amarin bano,female
4495,vijeta,male
10478,aashu,female
11158,smt pooja,female
13107,pooja/varsha,female
7623,ramesh ram,male
13445,tulsi,female
9558,sandhya rani,female
9938,reena,female
7943,tarun kumar,male
1621,ram pyare,male
10745,km. tanuja,female
3704,mangi lal,male
948,farid khan,male
5073,nannu ram,male
13508,pratibha devi,female
12397,nitu  pati,female
6263,veerpal singh,male
7361,ved prakash,male
12822,kumari mamta,female
12978,narbada,female
832,rambabu,male
11285,megha ,female
8885,aashu maheshwari,female
9443,ratni,female
11796,surbhi,female
3213,khalil maziz,male
3575,harvinder singh sandhu,male
14672,monti,female
11430,vandita,female
14914,mankuri devi,female
1929,risiraj,male
10573,sajiya,female
11237,dolat bano,female
11692,fauina,female
7450,krisana braman,male
4732,mahtab ali,male
12343,soni ,female
7693,deelip,male
472,julfi ,male
5660,vinod arora,male
6370,pravendra singhal,male
4370,kamal jit singh,male
1282,prashant,male
4076,kali charan sain,male
4378,rahul pratap,male
1184,ritik gupta,male
5487,mohamad sahajeet,male
1901,harvansh shrama,male
9891,kavita ,female
110,harvans,male
5696,bhud ram,male
14195,reshama,female
5630,anuraj,male
4065,dharam singh,male
15042,smt mithlesh,female
11289,smt. pooja,female
11481,sushmita mandal,female
13697,sahima,female
8916,laltia dass,female
10177,manorma sharma,female
9297,wilkish,female
10291,murti anuragi,female
4161,aakib javed,male
11403,babita dhasmana,female
13951,diksha chaudhary,female
987,dharmendra singh,male
6199,kurban,male
13235,kafia,female
14630,soni devi,female
8496,sunil kumar mehto,male
4088,dr. hema hari pago,male
4208,vipin kumar,male
14746,pintu devi,female
2540,shahid,male
15117,priyanka rawat,female
589,faroj alam,male
9708,nikhat khatoon,female
12381,dhanwati,female
6765,satyanarayan soni,male
5467,neeraj kashyap,male
600,ghisaram  singh,male
11304,amrita ,female
6574,anshum,male
2680,shaswat roy,male
5465,sanjiv,male
13661,santi bai,female
9249,miss rekha,female
6791,shyam narain pande,male
10742,lakhsmi devi,female
3146,sarves,male
7351,nisha,male
13103,fozia,female
452,anil ,male
15032,savitri jatav,female
504,ram nath choudhary,male
11660,khushbari,female
225,rajesh garg,male
14978,smt rajani,female
10442,hajrati,female
13283,diksha,female
3604,indernath bhagat,male
7127,raj kishor,male
7311,omeshkumar,male
1770,chain singh,male
11863,tayab,female
14240,kumari priyanka,female
12422,geeta devi ,female
6152,yash garg,male
7284,rohit kumar yadav,male
5569,rishab,male
14065,seema devi,female
10016,suman kushwah,female
13650,shankar,female
15039,amuda,female
5112,yogender,male
4345,rajesh anand,male
1684,anil ,male
8686,ruksana khatoon ,female
1672,golu,male
416,pradeep lakhera,male
3152,phool chand,male
5795,ravi,male
8234,bablu mishra,male
774,kush,male
10265,mehnaj,female
7079,kalusingh,male
7415,shree prakash garg,male
8287,param,male
6297,akash,male
4353,deepak tomar,male
134,hrithik,male
10625,deep mala,female
9518,shm. santosh,female
1885,jagdish sharma,male
7077,salman,male
15066,shivani,female
10170,ifteshyam akhtar,female
6260,sajid ali,male
8474,utkarsh jha,male
12467,jareena,female
14028,kamrulnisha,female
12957,deepak,female
9677,danwati,female
12910,smt. chancal,female
9075,lalita,female
7609,devinder,male
9870,zeenat,female
12780,pooja raghav,female
10302,meenaxi,female
13195,smt. shano,female
3750,jasim ahemad,male
7449,satbir singh,male
11623,praveen ,female
6494,anil jatav,male
13054,sarika panjawani,female
12418,gulafshan,female
7866,kishan yadav,male
10753,jyoti dubey,female
13585,hasibullah,female
10086,mohini,female
7168,mohd.mujefir,male
15156,shahjadi khatoon,female
9342,irfa,female
1136,amir hussain,male
4996,gajendra mehta,male
11433,renu gupta,female
14120,anju bala,female
91,dolat ram,male
6784,amrit singh,male
14385,anjli maru,female
11842,vaishanvi,female
12908,nasim hathun,female
6822,parveen kumar,male
11610,shilpi kumari,female
2554,mannu yadav,male
11114,beera,female
14814,sumitra shah,female
3790,balam,male
12988,kavita harijan,female
11074,shifali roshan,female
679,harshit jain,male
4729,mukesh soni,male
5948,tanuja,male
14522,chhoti devi,female
14458,amijan,female
2062,titu,male
6726,shafibul,male
10741,zareena,female
3508,vivek,male
10817,kumari praya,female
11109,krashna,female
4219,chandan kumar,male
4269,rakshit singh,male
8810,jiya batra,female
6294,chetan porwal,male
5388,satan choudhary,male
14765,smt neeru gadari,female
5437,gajender singh,male
13608,dolly devi,female
10843,kumari kanta ,female
5047,mohd .nimat,male
10899,smt sudha,female
10546,shahnaz khatum,female
9331,pushpanjali nayak,female
12817,veeru kumari,female
412,saurab gupta,male
10247,nikil mishra,female
11625,surender kour ,female
8101,inder lal,male
10084,reshma bi,female
5575,veer bhan,male
5949,said mohmad,male
4817,usmaan,male
14111,amrat kunwar,female
4282,chandrram,male
5260,chander singh,male
5048,shalig ram,male
12830,shimala,female
7920,ankit mishra,male
4625,md.ansar,male
13884,vidhya,female
6045,shamim ansari,male
8270,rampal,male
11624,smt kusum davi,female
12680,sweta kumari,female
4295,rahul bhaskar,male
10410,smt. kanta devi,female
6173,sukhavinder singh,male
6665,jugal kishor chouhan,male
1239,avtar singh,male
4896,rajeet kumar singh,male
4382,tanveer malik,male
13610,pitika,female
5865,bishan,male
588,sadab,male
15038,manu kanwar,female
8017,arjun sahni,male
362,ashok yadav,male
14701,gulnaj ,female
7023,mujaffar ,male
729,abrar,male
36,venkatswaran rama swamy,male
3,birender,male
769,kanwar baljit singh,male
7068,manoj saini,male
10802,usha sen,female
6168,hanshraj,male
8167,chunaram,male
11850,rajni arya,female
8273,sardar gurmeet singh chauhan,male
9842,chhaya,female
7743,khushal mani,male
11324,santosh ,female
4212,sharad kumar,male
478,ballu,male
2077,mahfooz,male
3738,bhan singh  singh,male
2872,suwadhin shriwastava,male
9869,brkha,female
12563,sonu rawat,female
7230,chitprit singh,male
3317,bhagwati lal jat,male
2171,lallu,male
14186,gulfara,female
8099,bhag chand,male
10624,neha chopra,female
1934,deepak ,male
13309,pawan saini along,female
4869,khurshid sidhiki,male
8147,chetan chawla,male
10970,shanta koul,female
8877,rina rangaswami,female
1939,gulshan kumar ,male
7725,panna lal,male
9185,nisha hajra,female
13061,sunita ,female
12499,shakeena,female
3187,abdulla,male
402,atul verma,male
14867,rajrani,female
5002,ashish ,male
10801,humera ,female
4307,firtu lal,male
2550,abdullah,male
13957,kumud kumari,female
11565,rinku devi,female
2170,tejpal sharma,male
6675,sh attar singh,male
3940,ashish malodia,male
6003,budhram,male
7753,mohit nautiyal,male
12660,preeti chopra,female
11656,rimmi singh,female
11876,hemlata pathak,female
10682,mallika jayaswal,female
1994,dharminder,male
409,vikram  routela,male
14463,swati thakur,female
7998,shri kant ghore,male
1738,amjad khan,male
7572,krishana,male
2362,neeraj gupta,male
8839,mausam,female
3931,shiv achariy,male
9629,jyoti ,female
13402,akhtari ,female
11209,noor jah,female
2325,devik jain ,male
10934,mithi,female
7423,ramjeet thaukar,male
11615,kumari pooja,female
1690,kana ram,male
10554,nandi devi,female
1012,mishri lal,male
8211,sarain,male
4579,kamal kumar ,male
3663,binja ram,male
2743,lucki anand,male
13399,nasreen,female
1660,shahzad,male
3567,रामकिशो&,male
13564,marzina khatoon,female
14669,gitika,female
4242,amit parasar,male
10974,smt. mamta,female
6967,jamadar yadav,male
4437,rakesh khatik,male
4201,ashok kharkwal,male
7485,abhinash chauhan,male
10390,preyank,female
14541,smt suman,female
2753,gaurav raj,male
14740,harshi,female
10459,minu kumari,female
7149,mohanram,male
7595,sheru,male
4119,mho. taiyaybh,male
10821,"savita, manav & deepansu",female
10775,upasna,female
7533,lokindra singh,male
15246,archana meena,female
13488,smt. shobha,female
14125,vishal,female
13250,smt meera devi bawri,female
13033,ramsati,female
11130,ishita sharma,female
4472,girdhari,male
2812,mushir ahmed,male
14238,sunder munni kumari,female
13929,gaytree kumari,female
5499,monu alias kallan,male
4427,rajesh,male
1049,rishi mandal,male
2561,rajender kumar sehgal,male
12848,isha naaz,female
3077,ayan khan,male
4128,raju ,male
5082,ravinder singh ,male
1312,gurubaksh,male
3914,rohit arora,male
410,rohit sharma,male
9103,nathiya devi,female
10166,smt neeru sharma,female
7476,narinder,male
5733,dev chopra,male
5071,mohd.  asif,male
8462,vivek gupta,male
4600,jaspreet,male
6958,mohd. fazil,male
14675,husana bano,female
9623,shashi kant,female
11120,shrimati harkali,female
12426,pooja ,female
10918,isnesh,female
33,anil ,male
7727,kadir ali,male
4469,pratap singh,male
12571,amrooti,female
12746,archana singh,female
4994,mukesh gupta,male
14334,kirti sonkar,female
2148,vikesh kumar,male
6438,harjeet singh,male
10126,sagira begam,female
6715,sunil janu,male
11577,hina parvin,female
3957,naveen lal,male
10900,hamsiran,female
1404,gautam kumar,male
13258,kumari deepa,female
3929,raj kumar ,male
951,bhola sarkar,male
2351,leelu,male
4082,vikas parshad,male
11143,manisha chowhan,female
3275,bhagat ram,male
5712,ramesh babu,male
8129,devender pal,male
1263,manish sehrawat,male
8470,mahadev parshad,male
7302,gaurav,male
5138,mager sahu,male
8016,ashad madik,male
4856,rakesh panday,male
13612,munni sharma,female
9825,vandana kumari,female
13037,poonam ,female
10936,muli,female
11250,shayma,female
4523,phakir  chand,male
7297,shaturughyan chaudhary,male
12852,jyoti devi,female
8540,dolly khatik,female
7411,hamid ahmed,male
9446,chhabi rani dass,female
3994,sudesh kumar,male
14758,mamta begam,female
2038,razim,male
9221,smt sonam,female
1477,kamlesh kumawat,male
6905,megraaj,male
431,anil saxsena,male
3162,abdul arbaz,male
14335,naziya,female
5391,chand ram,male
171,savan ,male
12610,nekki,female
9025,devkali,female
3062,raman dixit,male
3329,roshan kumar,male
2033,rsjesh sharama,male
7580,harishankar,male
11898,vinod gupta,female
2514,shyam gopal swarnkar,male
8419,raud ali,male
11051,smt. endrajeet kore,female
11582,juber,female
13883,ranju devi,female
3973,banty babu,male
8505,mehraj,male
201,gulreg,male
2242,sachin kumar sharma,male
15263,foranta,female
13906,gulafsha,female
6000,deep chand,male
5519,ansu kumar,male
14598,sapna ,female
2877,arshad khan,male
11946,nafeesa,female
6412,vimal kumar,male
10982,amarmula,female
4098,rajesh saini,male
12266,arsi praveen,female
7353,mrityunjay,male
10835,meenakshi raj sharma,female
12471,pinky meena,female
10043,shaifali,female
1035,grish chandra,male
13141,harpreet kaur ,female
2948,munna,male
5392,dya shankar,male
11380,imrana parveen,female
4692,dowlat bhagat,male
6234,manak chand,male
9402,girijarani,female
665,iqbal,male
3408,manash,male
4989,aaftaab husan,male
7519,sanjit misra,male
14485,pushpan,female
9772,sadhana ,female
4211,rohit  kumar,male
13879,usha mathews,female
9636,sujanti,female
13415,shivani bhatnagar,female
4656,ram chandra mishra,male
551,gurpreet,male
8268,narayan dutt,male
8130,anil mandal,male
9730,anjana mahajan,female
12215,nazahat,female
10747,md noori,female
6953,rijwan aalam,male
10176,priyanka chaturvedi,female
8030,emran kha,male
2277,bishan ram,male
4361,parveen sha,male
12580,shabanm,female
14356,arti ,female
750,geeta bhagat,male
14200,sushila,female
10553,charanjeet kaur,female
7807,ravinder bahadur,male
8607,unnati,female
3541,taushif raza,male
4192,hukam chand,male
7039,lokesh manchanda,male
11166,papiya dass,female
9608,subhiya bibi,female
7233,laxman,male
4800,dheeraj ,male
1788,mr. love soni,male
4666,laxmi narayan verma,male
1042,mahender sahani,male
6369,rahu kumar,male
5128,गोतम,male
6456,sumit verma,male
5327,mohd. haider,male
11362,ranjana ,female
14823,apsana,female
7536,sohel,male
2053,shahrukh ,male
10956,aarti yash,female
5769,rambhul,male
9137,kooki,female
13186,priti,female
1708,shahbaz,male
6640,sandeep pawar,male
6487,amrish dixit,male
10350,kajul choudhry,female
12393,shakshi,female
8359,bal kishan,male
12851,बादाम बा,female
12862,parveen,female
15240,hemanti aary,female
10281,smts. rekha,female
903,udai pratap singh,male
8423,ram uadagar jha,male
7907,sh. ram bahadur,male
10897,tek chand,female
1574,gaurav aggarwal,male
3516,ravish kumar,male
10319,smt simran,female
5454,n. kumar,male
11002,pooja verma,female
9834,komal ,female
229,amit sachdeva,male
5509,tarjan,male
15272,ram rati,female
9650,ajmeri jaysmin,female
6289,fulmiya,male
10388,pooja ,female
12314,ilema,female
14639,sonika,female
9177,saaniya,female
8947,sashi bala,female
6345,akhtar ali,male
41,heera,male
4784,narayan singh,male
6670,sunil singh,male
11455,mehnaz,female
4078,yuvraj kumar,male
1560,mohd. lookman,male
12328,shagufta,female
4584,mohd. yusuf,male
7355,mahinder yadav,male
2085,tunda,male
8336,jaswant singh,male
8124,chottu,male
3895,radat shyam,male
6402,josin jomon,male
12232,mala devi,female
3211,md  tayab,male
5164,sanju tamang,male
6881,sidharath,male
2731,vibhuti shyamal,male
1090,tufel,male
10875,parveen kaur ,female
7116,rohan kapoor,male
7657,आसिफ,male
3630,rustam,male
4488,sahlesh kumar,male
5860,nitesh kumar,male
9121,deepa bhatt,female
2209,raj bala ,male
11172,shanawaz,female
9712,saviha,female
8046,sachin kumar,male
3266,bhupendra,male
5975,ish sethi,male
5597,amarjit,male
6014,kanhiya sukla,male
14916,majrula,female
615,nikhil yadav,male
12351,smt sanjana,female
12841,farah khan,female
13162,reema rajpoot,female
696,gagan bihari sharma,male
13144,moshri,female
14372,depali kurmi,female
1172,kirti thakur,male
8364,jgdish sharma,male
2139,nikhil saini,male
3742,jagdamba prashad,male
10694,khusboo,female
14681,rasida khan,female
5609,raj kishor mishra ,male
3094,tarbez ansari,male
2825,deepak sagar,male
11586,chanchal ,female
1925,virender bhatia,male
1991,dalip shah,male
1027,azhar  ali,male
871,bhuvneshwar ,male
6747,dayaram ,male
730,rahul kumar ,male
8449,satish sindhi,male
5267,gurmeet sharma,male
14953,ramdulari,female
4741,giriraj,male
9176,parwati devi,female
776,dhanjay,male
5006,prasant kumar,male
12960,soni soran,female
5051,chotelal,male
9890,harsha chittora,female
2339,ramchander nuriya,male
12524,श्रीमती प्रेम बाई,female
347,mohd. Jafruddin,male
10106,kamna,female
2805,shivaji rai,male
6673,zuhaib nasim,male
9845,chanderkanta,female
2360,bhartendu singhal,male
5299,rijvan,male
552,kaushal kumar,male
1616,indal paswan,male
1384,bangali babu,male
714,raju ,male
2465,sangeeta,male
7551,anurag verma,male
8888,chanda kumari,female
13812,rajni kaur,female
12272,manjoo,female
4754,narander,male
13459,suman devi,female
10608,sarla devi,female
14691,arti kumari,female
6073,bacche singh,male
4457,banwari lal bairwa,male
12460,anjna,female
125,ganesh yadav,male
14276,sosan devi,female
15183,aarti sharma,female
14644,gudiya kumari,female
8468,ram govind,male
11318,sanju,female
2714,rony rao,male
13086,rajeena,female
6107,harpal,male
7369,nand lal meena,male
8226,mayank,male
7616,bhupender pal,male
4913,sanny kumar,male
9498,ruksana bano ,female
14778,mansi khurana,female
15227,noojo khatoon,female
13900,smt dharamveeri,female
11650,ajay kumar yadav,female
3195,himmat ram,male
11030,anwari,female
635,kalyan singh,male
1083,mahak singh,male
4049,vidhi singh,male
7554,dhramender,male
11310,tyara,female
12706,mega kumari,female
7465,bhawan singh gusain,male
11700,gajala,female
6976,narbir,male
6789,wiliyam,male
6742,tara dutt suyal,male
5910,fharman,male
2576,tikku,male
4287,deepak yadav,male
12567,kamlesh mehto,female
11357,ajmit kaur,female
